"TIME (SEC)   ","X (FT)       ","Y (FT)       ","Z (FT)       ","VX (FT/SEC)  ","VY (FT/SEC)  ","VZ (FT/SEC)  ","AX (FT/SEC^2)","AY (FT/SEC^2)","AZ (FT/SEC^2)","L11          ","L21          ","L31          ","L12          ","L22          ","L32          ","L13          ","L23          ","L33          ","LAT (DEG)    ","LONG (DEG)   ","ALT (FT)     ","VR (FT/SEC)  ","AR (FT/SEC^2)","RA(NM)       ","PAV (DEG)    ","T IIP (SEC)  ","PHI (DEG)    ","LAMBDA (DEG) ","R IIP (NM)   ","THRUST (LBS) ","WEIGHT (LBS) ","E (FT)       ","F (FT)       ","G (FT)       ","VE (FT/SEC)  ","VF (FT/SEC)  ","VG (FT/SEC)  ",
6.840000000000000e+02, 9.165979856843667e+06, -1.739152405129774e+05, -1.260846117512754e+06, 2.030278761999999e+04, -4.581378467999970e+02, -1.001230314000002e+04, 9.600110000004015e+00, -3.135765999991183e-01, -3.153747999999991e+01, 8.919140165000000e-01, 4.078372999000000e-01, -1.953410456000000e-01, -2.645535267000000e-01, 8.209372048000000e-01, 5.060370909000000e-01, 3.667435327000000e-01, -3.996634117000000e-01, 8.401001956000000e-01, 2.315180574224155e+01, -5.338720888667866e+01, 7.701238945631030e+05, 2.264198069067169e+04, 3.296775829574462e+01, 1.502420361647543e+03, -1.258631484642576e+00, 5.588266408030089e+02, 8.814300755638994e+00, -2.064514052767108e+01, 3.572156940068333e+03, 3.608718996000000e+04, 2.482035095000000e+04, 1.190332753505377e+07, -1.602037097804704e+07, 8.479251476433884e+06, 1.864473926733096e+04, 1.093776442573592e+04, -6.737825807862821e+03, 
6.850000000000000e+02, 9.186287443843663e+06, -1.743735352129777e+05, -1.270874186512757e+06, 2.031238773000000e+04, -4.584514233999961e+02, -1.004384062000001e+04, 9.597389999998278e+00, -3.127869000023848e-01, -3.156322999999913e+01, 8.913054273000000e-01, 4.088761100000000e-01, -1.959463240000000e-01, -2.651791020000000e-01, 8.206425934000000e-01, 5.061874927000000e-01, 3.677698724000000e-01, -3.992067892000000e-01, 8.398685971000000e-01, 2.313289948591640e+01, -5.332549618355751e+01, 7.696261112883122e+05, 2.266455398637781e+04, 3.299159314870571e+01, 1.506015417310339e+03, -1.259589405271646e+00, 5.619417686229967e+02, 8.675868177392720e+00, -2.038938060904915e+01, 3.589454829232982e+03, 3.603328370000000e+04, 2.482059399000000e+04, 1.192197475152161e+07, -1.600941903895660e+07, 8.472505615493735e+06, 1.864969417567441e+04, 1.096611897499651e+04, -6.753898813387105e+03, 
6.860000000000000e+02, 9.206604630843664e+06, -1.748321430129779e+05, -1.280933806512757e+06, 2.032198511999999e+04, -4.587642102999985e+02, -1.007540385000001e+04, 9.594110000000663e+00, -3.120145999995845e-01, -3.158886000000222e+01, 8.906952186000000e-01, 4.099141965000000e-01, -1.965512121000000e-01, -2.658042304000000e-01, 8.203472293000000e-01, 5.063383596000000e-01, 3.687955241000000e-01, -3.987490123000000e-01, 8.396362823000000e-01, 2.311394954202145e+01, -5.326373794305311e+01, 7.691274764301319e+05, 2.268716171227129e+04, 3.301515373131656e+01, 1.509614139438887e+03, -1.260426514077547e+00, 5.651426782994200e+02, 8.534417011601699e+00, -2.012864802049745e+01, 3.607103366098389e+03, 3.597937651000000e+04, 2.482083703000000e+04, 1.194062692084549e+07, -1.599843873338243e+07, 8.465743675515963e+06, 1.865464269002478e+04, 1.099449589047584e+04, -6.769983218632319e+03, 
6.870000000000000e+02, 9.226931413843665e+06, -1.752910633129771e+05, -1.291025003512752e+06, 2.033157923000000e+04, -4.590762248999981e+02, -1.010699271000002e+04, 9.590350000000631e+00, -3.112582999993204e-01, -3.161436999999873e+01, 8.900833915000000e-01, 4.109515577000000e-01, -1.971557085000000e-01, -2.664289106000000e-01, 8.200511131000000e-01, 5.064896915000000e-01, 3.698204859000000e-01, -3.982900817000000e-01, 8.394032517000000e-01, 2.309495583615093e+01, -5.320193412042274e+01, 7.686280356327791e+05, 2.270980331500097e+04, 3.303846372561307e+01, 1.513216533800468e+03, -1.261143041857235e+00, 5.684327513011677e+02, 8.389828426159191e+00, -1.986275053703556e+01, 3.625116210790869e+03, 3.592547086000000e+04, 2.481950838000000e+04, 1.195928403532727e+07, -1.598743003898988e+07, 8.458965644913420e+06, 1.865958427338360e+04, 1.102289499129859e+04, -6.786078938630816e+03, 
6.880000000000000e+02, 9.247267787843665e+06, -1.757502952129773e+05, -1.301147800512756e+06, 2.034116957999999e+04, -4.593874831999975e+02, -1.013860708000001e+04, 9.587599999998847e+00, -3.104646999996765e-01, -3.164029000000092e+01, 8.894699470000000e-01, 4.119881917000000e-01, -1.977598122000000e-01, -2.670531415000000e-01, 8.197542451000000e-01, 5.066414879000000e-01, 3.708447560000000e-01, -3.978299982000000e-01, 8.391695058000001e-01, 2.307591829641066e+01, -5.314008467680867e+01, 7.681278370140612e+05, 2.273247831330021e+04, 3.306246230053174e+01, 1.516822605809737e+03, -1.261739140403911e+00, 5.718155873107716e+02, 8.241976032495764e+00, -1.959148346563996e+01, 3.643507902777246e+03, 3.587156904000000e+04, 2.481938704000000e+04, 1.197794608671375e+07, -1.597639293602146e+07, 8.452171513870999e+06, 1.866451846792689e+04, 1.105131610704635e+04, -6.802185893315357e+03, 
6.890000000000000e+02, 9.267613751843665e+06, -1.762098380129789e+05, -1.311302225512755e+06, 2.035075717999999e+04, -4.596979478999971e+02, -1.017024737000002e+04, 9.584889999997762e+00, -3.096683999998326e-01, -3.166627999999985e+01, 8.888548862000000e-01, 4.130240966000000e-01, -1.983635219000000e-01, -2.676769218000000e-01, 8.194566261000000e-01, 5.067937485000000e-01, 3.718683325000000e-01, -3.973687627000000e-01, 8.389350450000001e-01, 2.305683684580625e+01, -5.307818955798017e+01, 7.676269260603564e+05, 2.275518779464623e+04, 3.308654257955047e+01, 1.520432361788074e+03, -1.262214469531199e+00, 5.752953166167836e+02, 8.090715269430092e+00, -1.931461031531223e+01, 3.662295175158719e+03, 3.581766652000001e+04, 2.481960096000000e+04, 1.199661306998819e+07, -1.596532739999404e+07, 8.445361269704094e+06, 1.866944621433708e+04, 1.107975973456582e+04, -6.818304323208635e+03, 
6.900000000000000e+02, 9.287969301843662e+06, -1.766696909129772e+05, -1.321488304512757e+06, 2.036034206999999e+04, -4.600076162999969e+02, -1.020191365000002e+04, 9.582190000001326e+00, -3.088699999978334e-01, -3.169232999999834e+01, 8.882382104000000e-01, 4.140592707000000e-01, -1.989668364000000e-01, -2.683002504000000e-01, 8.191582564000000e-01, 5.069464731000000e-01, 3.728912137000000e-01, -3.969063760000000e-01, 8.386998697000000e-01, 2.303771141039223e+01, -5.301624871956916e+01, 7.671253489847740e+05, 2.277793182746235e+04, 3.311068629161617e+01, 1.524045807485220e+03, -1.262569015490866e+00, 5.788761154898294e+02, 7.935899762584074e+00, -1.903189297561671e+01, 3.681494912373388e+03, 3.576376318000000e+04, 2.481981489000000e+04, 1.201528497745405e+07, -1.595423340847625e+07, 8.438534901000597e+06, 1.867436754213538e+04, 1.110822594071980e+04, -6.834434262445008e+03, 
6.910000000000000e+02, 9.308334434843667e+06, -1.771298530129782e+05, -1.331706061512756e+06, 2.036992425999999e+04, -4.603164862999948e+02, -1.023360598000001e+04, 9.579549999996985e+00, -3.080685999996423e-01, -3.171846000000121e+01, 8.876199205000001e-01, 4.150937121000000e-01, -1.995697544000000e-01, -2.689231261000000e-01, 8.188591367000000e-01, 5.070996613000000e-01, 3.739133976000000e-01, -3.964428389000000e-01, 8.384639805000000e-01, 2.301854191647667e+01, -5.295426211715964e+01, 7.666231544246728e+05, 2.280071044900987e+04, 3.313492702929078e+01, 1.527662948652187e+03, -1.262802775229807e+00, 5.825624154978887e+02, 7.777374256705143e+00, -1.874307880732901e+01, 3.701125026924188e+03, 3.570985903000001e+04, 2.482002881000000e+04, 1.203396180269319e+07, -1.594311094059943e+07, 8.431692397314629e+06, 1.867928245259223e+04, 1.113671477974675e+04, -6.850575738610458e+03, 
6.920000000000000e+02, 9.328709148843665e+06, -1.775903236129763e+05, -1.341955524512754e+06, 2.037950380999999e+04, -4.606245548999945e+02, -1.026532444000002e+04, 9.576980000004314e+00, -3.072628000009006e-01, -3.174467000000100e+01, 8.870000178000000e-01, 4.161274190000000e-01, -2.001722749000000e-01, -2.695455477000000e-01, 8.185592674000000e-01, 5.072533129000000e-01, 3.749348826000000e-01, -3.959781521000000e-01, 8.382273778000000e-01, 2.299932828771120e+01, -5.289222969955587e+01, 7.661203880277901e+05, 2.282352375030733e+04, 3.315926762999615e+01, 1.531283791449675e+03, -1.262915726940120e+00, 5.863589398082537e+02, 7.614973360567825e+00, -1.844789846625782e+01, 3.721204609963404e+03, 3.565595390000000e+04, 2.482034192000000e+04, 1.205264353969931e+07, -1.593195997200270e+07, 8.424833746038148e+06, 1.868419099358172e+04, 1.116522632976625e+04, -6.866728791884579e+03, 
6.930000000000000e+02, 9.349093441843662e+06, -1.780511018129774e+05, -1.352236719512751e+06, 2.038908078999999e+04, -4.609318176999954e+02, -1.029706911000002e+04, 9.574429999994086e+00, -3.064552000024296e-01, -3.177095999999771e+01, 8.863785033000000e-01, 4.171603896000000e-01, -2.007743965000000e-01, -2.701675141000000e-01, 8.182586491000000e-01, 5.074074276000000e-01, 3.759556666000000e-01, -3.955123166000000e-01, 8.379900621000000e-01, 2.298007044895185e+01, -5.283015141791407e+01, 7.656170974464921e+05, 2.284637183138345e+04, 3.318369364516027e+01, 1.534908341895822e+03, -1.262907839044054e+00, 5.902707221049362e+02, 7.448520916961344e+00, -1.814606487235658e+01, 3.741754004244157e+03, 3.560204750000000e+04, 2.482067652000000e+04, 1.207133018275577e+07, -1.592078047996181e+07, 8.417958935693428e+06, 1.868909322288457e+04, 1.119376067079750e+04, -6.882893461987377e+03, 
6.940000000000000e+02, 9.369487309843663e+06, -1.785121870129778e+05, -1.362549671512753e+06, 2.039865521999999e+04, -4.612382728999978e+02, -1.032884007000001e+04, 9.571900000005096e+00, -3.056454000000001e-01, -3.179730000000127e+01, 8.857553782000001e-01, 4.181926220000000e-01, -2.013761182000000e-01, -2.707890239000000e-01, 8.179572823000000e-01, 5.075620049000000e-01, 3.769757480000000e-01, -3.950453331000000e-01, 8.377520338000000e-01, 2.296076832605640e+01, -5.276802722996194e+01, 7.651133305724438e+05, 2.286925474781499e+04, 3.320817634274305e+01, 1.538536605648120e+03, -1.262779141546255e+00, 5.943031139648392e+02, 7.277829716644193e+00, -1.783727281024932e+01, 3.762794834194237e+03, 3.554813982000000e+04, 2.482101112000000e+04, 1.209002172430845e+07, -1.590957244300878e+07, 8.411067955170957e+06, 1.869398914878365e+04, 1.122231787548975e+04, -6.899069787085849e+03, 
6.950000000000000e+02, 9.389890750843667e+06, -1.789735781129776e+05, -1.372894408512756e+06, 2.040822711999999e+04, -4.615439182999978e+02, -1.036063737000002e+04, 9.569370000001186e+00, -3.048337999977480e-01, -3.182370999999709e+01, 8.851306435000000e-01, 4.192241145000000e-01, -2.019774386000000e-01, -2.714100762000000e-01, 8.176551676000000e-01, 5.077170447000000e-01, 3.779951249000000e-01, -3.945772025000000e-01, 8.375132935000000e-01, 2.294142184364115e+01, -5.270585708472248e+01, 7.646091336434006e+05, 2.289217254178082e+04, 3.323272910861307e+01, 1.542168588848383e+03, -1.262529588782553e+00, 5.984618333709562e+02, 7.102699893693997e+00, -1.752119613844336e+01, 3.784350198822933e+03, 3.549423085000000e+04, 2.482134572000000e+04, 1.210871815835426e+07, -1.589833583658927e+07, 8.404160792212781e+06, 1.869887878388591e+04, 1.125089799068560e+04, -6.915257790667795e+03, 
6.960000000000000e+02, 9.410303762843665e+06, -1.794352745129784e+05, -1.383270955512751e+06, 2.041779648999999e+04, -4.618487520999955e+02, -1.039246108000001e+04, 9.566779999999211e+00, -3.040238000019690e-01, -3.185016000000555e+01, 8.845043005000000e-01, 4.202548652000000e-01, -2.025783567000000e-01, -2.720306696000000e-01, 8.173523055000000e-01, 5.078725466000000e-01, 3.790137955000000e-01, -3.941079256000000e-01, 8.372738416000000e-01, 2.292203092613038e+01, -5.264364093536752e+01, 7.641045558073202e+05, 2.291512524679251e+04, 3.325730599530434e+01, 1.545804297427590e+03, -1.262159205564740e+00, 6.027529844135429e+02, 6.922918204758533e+00, -1.719748660720079e+01, 3.806444755259280e+03, 3.544032061000000e+04, 2.482168032000000e+04, 1.212741947931817e+07, -1.588707063899082e+07, 8.397237435556250e+06, 1.870376211812370e+04, 1.127950107792263e+04, -6.931457504592414e+03, 
6.970000000000000e+02, 9.430726343843665e+06, -1.798972753129793e+05, -1.393679339512757e+06, 2.042736326999999e+04, -4.621527758999975e+02, -1.042431124000002e+04, 9.563999999995412e+00, -3.032182999974475e-01, -3.187659000000024e+01, 8.838763503000000e-01, 4.212848724000000e-01, -2.031788711000000e-01, -2.726508030000000e-01, 8.170486965000000e-01, 5.080285103000000e-01, 3.800317579000000e-01, -3.936375031000000e-01, 8.370336786000000e-01, 2.290259549797107e+01, -5.258137873265964e+01, 7.635996446061911e+05, 2.293811282955090e+04, 3.328181226083521e+01, 1.549443737446452e+03, -1.261668015380744e+00, 6.071830862558652e+02, 6.738257070576826e+00, -1.686577225297276e+01, 3.829104831222897e+03, 3.538640953000000e+04, 2.482173290000000e+04, 1.214612568133951e+07, -1.587577682662248e+07, 8.390297873245992e+06, 1.870863908635062e+04, 1.130812716375892e+04, -6.947668944771260e+03, 
6.980000000000000e+02, 9.451158488843663e+06, -1.803595798129777e+05, -1.404119586512757e+06, 2.043692726999999e+04, -4.624559941999949e+02, -1.045618783000002e+04, 9.561229999996261e+00, -3.024111000015273e-01, -3.190308999999913e+01, 8.832467940000000e-01, 4.223141342000000e-01, -2.037789808000000e-01, -2.732704752000000e-01, 8.167443411000001e-01, 5.081849354000000e-01, 3.810490104000000e-01, -3.931659361000000e-01, 8.367928049000000e-01, 2.288311548558479e+01, -5.251907043630315e+01, 7.630944473789167e+05, 2.296113511397207e+04, 3.330639162584679e+01, 1.553086914461915e+03, -1.261056064688244e+00, 6.117590934568125e+02, 6.548473903059503e+00, -1.652565628979358e+01, 3.852358503235760e+03, 3.533249847000000e+04, 2.482172438000000e+04, 1.216483675573140e+07, -1.586445437722349e+07, 8.383342093858966e+06, 1.871350950339851e+04, 1.133677620545737e+04, -6.963892091041492e+03, 
6.990000000000000e+02, 9.471600196843667e+06, -1.808221871129762e+05, -1.414591723512756e+06, 2.044648849999999e+04, -4.627584052999965e+02, -1.048809092000002e+04, 9.558480000009395e+00, -3.016019999987593e-01, -3.192965999999774e+01, 8.826156327000000e-01, 4.233426487000000e-01, -2.043786844000000e-01, -2.738896850000000e-01, 8.164392400000000e-01, 5.083418218000000e-01, 3.820655511000000e-01, -3.926932252000000e-01, 8.365512211000000e-01, 2.286359081269362e+01, -5.245671599497945e+01, 7.625890124981350e+05, 2.298419214304680e+04, 3.333104695914064e+01, 1.556733834664718e+03, -1.260323363411585e+00, 6.164885240086995e+02, 6.353306725778585e+00, -1.617670937173341e+01, 3.876236128324088e+03, 3.527858744000000e+04, 2.482171586000000e+04, 1.218355269762272e+07, -1.585310326708067e+07, 8.376370085363231e+06, 1.871837336909434e+04, 1.136544826572969e+04, -6.980126976115556e+03, 
7.000000000000000e+02, 9.492051464843664e+06, -1.812850963129786e+05, -1.425095777512756e+06, 2.045604698000000e+04, -4.630600072999952e+02, -1.052002058000002e+04, 9.555749999996024e+00, -3.007909000003950e-01, -3.195629000000189e+01, 8.819828676000000e-01, 4.243704143000000e-01, -2.049779809000000e-01, -2.745084313000000e-01, 8.161333937000000e-01, 5.084991690000000e-01, 3.830813782000000e-01, -3.922193713000000e-01, 8.363089276000000e-01, 2.284402140442698e+01, -5.239431536249479e+01, 7.620833876679634e+05, 2.300728396882064e+04, 3.335576867338194e+01, 1.560384503953123e+03, -1.259469914464837e+00, 6.213794646023094e+02, 6.152474026049318e+00, -1.581846946848523e+01, 3.900770355899123e+03, 3.522467644000000e+04, 2.482170734000000e+04, 1.220227350016323e+07, -1.584172347272534e+07, 8.369381835879993e+06, 1.872323069316209e+04, 1.139414340860678e+04, -6.996373633296554e+03, 
7.010000000000000e+02, 9.512512289843664e+06, -1.817483068129756e+05, -1.435631773512756e+06, 2.046560272999999e+04, -4.633607981999956e+02, -1.055197687000002e+04, 9.553020000006525e+00, -2.999779000012441e-01, -3.198298999999830e+01, 8.813484999000000e-01, 4.253974290000000e-01, -2.055768690000000e-01, -2.751267128000000e-01, 8.158268026000000e-01, 5.086569768000000e-01, 3.840964899000000e-01, -3.917443753000000e-01, 8.360659249000000e-01, 2.282440718589182e+01, -5.233186849548760e+01, 7.615776225918350e+05, 2.303041063890323e+04, 3.338056061843488e+01, 1.564038928080401e+03, -1.258495700517931e+00, 6.264406286481035e+02, 5.945672813948588e+00, -1.545043851167228e+01, 3.925996360000225e+03, 3.517076548000000e+04, 2.482169882000000e+04, 1.222099915678838e+07, -1.583031497256728e+07, 8.362377334223178e+06, 1.872808148676679e+04, 1.142286168950120e+04, -7.012632091023704e+03, 
7.020000000000000e+02, 9.532982669843666e+06, -1.822118177129751e+05, -1.446199740512756e+06, 2.047515575000000e+04, -4.636607760999968e+02, -1.058395986000001e+04, 9.550299999991836e+00, -2.991632999986971e-01, -3.200974000000007e+01, 8.807125307000000e-01, 4.264236911000000e-01, -2.061753475000000e-01, -2.757445285000000e-01, 8.155194673000000e-01, 5.088152449000000e-01, 3.851108844000000e-01, -3.912682380000000e-01, 8.358222136000000e-01, 2.280474808075711e+01, -5.226937534332087e+01, 7.610717640129275e+05, 2.305357218784419e+04, 3.340540650310238e+01, 1.567697113212928e+03, -1.257400741860804e+00, 6.316814077004333e+02, 5.732576866448469e+00, -1.507207934996145e+01, 3.951952049936811e+03, 3.511685456000000e+04, 2.482168035000000e+04, 1.223972966134943e+07, -1.581887774128220e+07, 8.355356567482145e+06, 1.873292573984163e+04, 1.145160316999891e+04, -7.028902381068683e+03, 
7.030000000000000e+02, 9.553462600843666e+06, -1.826756281129759e+05, -1.456799702512755e+06, 2.048470604999999e+04, -4.639599393999956e+02, -1.061596960000002e+04, 9.547610000003035e+00, -2.983467000001808e-01, -3.203656000000156e+01, 8.800749611000001e-01, 4.274491988000000e-01, -2.067734153000000e-01, -2.763618771000000e-01, 8.152113885000000e-01, 5.089739728000000e-01, 3.861245599000000e-01, -3.907909601000000e-01, 8.355777940000000e-01, 2.278504401597040e+01, -5.220683586642635e+01, 7.605658624901556e+05, 2.307676865006015e+04, 3.343033119936533e+01, 1.571359064876413e+03, -1.256185013479158e+00, 6.371119627168009e+02, 5.512833717462423e+00, -1.468281048764384e+01, 3.978678432976449e+03, 3.506294373000000e+04, 2.482165973000000e+04, 1.225846500643872e+07, -1.580741175812371e+07, 8.348319525287584e+06, 1.873776345509330e+04, 1.148036789542981e+04, -7.045184526678710e+03, 
7.040000000000000e+02, 9.573952080843665e+06, -1.831397373129784e+05, -1.467431688512756e+06, 2.049425365999999e+04, -4.642582860999957e+02, -1.064800616000002e+04, 9.544919999999314e+00, -2.975281000011260e-01, -3.206344999999682e+01, 8.794357923000000e-01, 4.284739502000000e-01, -2.073710711000000e-01, -2.769787574000000e-01, 8.149025666000000e-01, 5.091331604000000e-01, 3.871375145000000e-01, -3.903125427000000e-01, 8.353326666000001e-01, 2.276529491468665e+01, -5.214425001473271e+01, 7.600599651713946e+05, 2.310000008701372e+04, 3.345532613320296e+01, 1.575024789224093e+03, -1.254848500866090e+00, 6.427433014986098e+02, 5.286062024605942e+00, -1.428200146003851e+01, 4.006219932693467e+03, 3.500903297000000e+04, 2.482163911000000e+04, 1.227720518590589e+07, -1.579591699786427e+07, 8.341266194553818e+06, 1.874259465214202e+04, 1.150915593109567e+04, -7.061478561835084e+03, 
7.050000000000000e+02, 9.594451106843663e+06, -1.836041444129775e+05, -1.478095723512756e+06, 2.050379857999999e+04, -4.645558141999969e+02, -1.068006961000001e+04, 9.542260000000594e+00, -2.967074000022471e-01, -3.209041000000076e+01, 8.787950255000000e-01, 4.294979436000000e-01, -2.079683137000000e-01, -2.775951683000000e-01, 8.145930021000000e-01, 5.092928072000000e-01, 3.881497464000000e-01, -3.898329865000000e-01, 8.350868320000000e-01, 2.274550070277425e+01, -5.208161774543231e+01, 7.595541225562637e+05, 2.312326653369204e+04, 3.348039986554785e+01, 1.578694291979149e+03, -1.253391230416552e+00, 6.485873606075687e+02, 5.051848877687075e+00, -1.386896808088888e+01, 4.034624715361157e+03, 3.495512229000000e+04, 2.482161849000000e+04, 1.229595019318881e+07, -1.578439343876853e+07, 8.334196564357332e+06, 1.874741932092173e+04, 1.153796733863078e+04, -7.077784518221962e+03, 
7.060000000000000e+02, 9.614959676843662e+06, -1.840688486129776e+05, -1.488791836512755e+06, 2.051334083999999e+04, -4.648525215999991e+02, -1.071216002000001e+04, 9.539729999999667e+00, -2.958806999976500e-01, -3.211747000000197e+01, 8.781526618000000e-01, 4.305211772000000e-01, -2.085651420000000e-01, -2.782111086000000e-01, 8.142826957000000e-01, 5.094529130000000e-01, 3.891612539000000e-01, -3.893522923000000e-01, 8.348402907000000e-01, 2.272566130363388e+01, -5.201893900876511e+01, 7.590483822005683e+05, 2.314656805185028e+04, 3.350560957604787e+01, 1.582367579280590e+03, -1.251813186803237e+00, 6.546571331356394e+02, 4.809745550189137e+00, -1.344296491357819e+01, 4.063945206311923e+03, 3.490121168000000e+04, 2.482159787000000e+04, 1.231470002213792e+07, -1.577284105556061e+07, 8.327110621699966e+06, 1.875223748105340e+04, 1.156680218338528e+04, -7.094102429733122e+03, 
7.070000000000000e+02, 9.635477787843661e+06, -1.845338492129796e+05, -1.499520052512755e+06, 2.052288056999999e+04, -4.651484022999968e+02, -1.074427749000002e+04, 9.537450000001616e+00, -2.950439999969810e-01, -3.214468999999851e+01, 8.775087025000000e-01, 4.315436491000000e-01, -2.091615548000000e-01, -2.788265771000000e-01, 8.139716478000000e-01, 5.096134775000000e-01, 3.901720352000000e-01, -3.888704610000000e-01, 8.345930431000000e-01, 2.270577664263516e+01, -5.195621376251281e+01, 7.585427950097191e+05, 2.316990480577697e+04, 3.353104678742478e+01, 1.586044656836835e+03, -1.250114312454408e+00, 6.609668203905053e+02, 4.559262469409472e+00, -1.300317632040587e+01, 4.094238702965140e+03, 3.484730063000000e+04, 2.482191542000000e+04, 1.233345466618947e+07, -1.576125982660189e+07, 8.320008355483158e+06, 1.875704924682241e+04, 1.159566057082057e+04, -7.110432348835242e+03, 
7.080000000000000e+02, 9.656005437843666e+06, -1.849991452129773e+05, -1.510280400512754e+06, 2.053241801999999e+04, -4.654434462999938e+02, -1.077642218000001e+04, 9.535199999999614e+00, -2.942049000016151e-01, -3.217197000000058e+01, 8.768631485000000e-01, 4.325653576000000e-01, -2.097575509000000e-01, -2.794415726000000e-01, 8.136598591000001e-01, 5.097745003000000e-01, 3.911820883000000e-01, -3.883874935000000e-01, 8.343450897000000e-01, 2.268584664368353e+01, -5.189344195714560e+01, 7.580374089482403e+05, 2.319327709383304e+04, 3.355655300003436e+01, 1.589725530771871e+03, -1.248294535093940e+00, 6.675319804057900e+02, 4.299864285258761e+00, -1.254870762556527e+01, 4.125567978401574e+03, 3.479338810000000e+04, 2.482230622000000e+04, 1.235221411919552e+07, -1.574964972651975e+07, 8.312889752883799e+06, 1.876185484264923e+04, 1.162454267500274e+04, -7.126774362340921e+03, 
7.090000000000000e+02, 9.676542622843664e+06, -1.854647358129780e+05, -1.521072906512755e+06, 2.054195321999999e+04, -4.657376511999954e+02, -1.080859415000002e+04, 9.532950000000595e+00, -2.933639000009866e-01, -3.219933000000256e+01, 8.762160012000000e-01, 4.335863008000000e-01, -2.103531291000000e-01, -2.800560941000000e-01, 8.133473301000000e-01, 5.099359811000001e-01, 3.921914116000000e-01, -3.879033906000000e-01, 8.340964310000000e-01, 2.266587123274801e+01, -5.183062355201380e+01, 7.575322739852120e+05, 2.321668497335112e+04, 3.358213886174316e+01, 1.593410206706759e+03, -1.246353822167917e+00, 6.743695829593091e+02, 4.030968285493342e+00, -1.207858203718120e+01, 4.158001484984379e+03, 3.473947408000000e+04, 2.482269702000000e+04, 1.237097837345954e+07, -1.573801073288279e+07, 8.305754802489779e+06, 1.876665428959755e+04, 1.165344855276032e+04, -7.143128499105009e+03, 
7.100000000000000e+02, 9.697089342843665e+06, -1.859306202129775e+05, -1.531897597512756e+06, 2.055148616999999e+04, -4.660310150999964e+02, -1.084079348000002e+04, 9.530739999996307e+00, -2.925208999997265e-01, -3.222675999999681e+01, 8.755672617000000e-01, 4.346064770000000e-01, -2.109482882000000e-01, -2.806701402000000e-01, 8.130340612000000e-01, 5.100979197000000e-01, 3.932000032000000e-01, -3.874181531000000e-01, 8.338470676000001e-01, 2.264585033256620e+01, -5.176775849569997e+01, 7.570274411807150e+05, 2.324012848455763e+04, 3.360780613967327e+01, 1.597098690893729e+03, -1.244292208298239e+00, 6.814982531351714e+02, 3.751936321571788e+00, -1.159172601319436e+01, 4.191614349846992e+03, 3.468555857000000e+04, 2.482308782000000e+04, 1.238974742509914e+07, -1.572634282190396e+07, 8.298603492105074e+06, 1.877144757616022e+04, 1.168237827434596e+04, -7.159494795675550e+03, 
7.110000000000000e+02, 9.717645594843663e+06, -1.863967975129773e+05, -1.542754502512757e+06, 2.056101690999999e+04, -4.663235359999961e+02, -1.087302024000001e+04, 9.528429999999224e+00, -2.916799999989431e-01, -3.225419999999869e+01, 8.749169312000000e-01, 4.356258844000000e-01, -2.115430270000000e-01, -2.812837099000000e-01, 8.127200532000000e-01, 5.102603156000000e-01, 3.942078614000000e-01, -3.869317820000000e-01, 8.335969998000000e-01, 2.262578386751000e+01, -5.170484674182013e+01, 7.565229586767444e+05, 2.326360769857038e+04, 3.363345764454199e+01, 1.600790989292466e+03, -1.242109664610401e+00, 6.889385255234016e+02, 3.462066557160784e+00, -1.108695419326103e+01, 4.226489396684057e+03, 3.463164156000000e+04, 2.482347862000000e+04, 1.240852126697603e+07, -1.571464596838125e+07, 8.291435808895619e+06, 1.877623473185283e+04, 1.171133190628389e+04, -7.175873286799552e+03, 
7.120000000000000e+02, 9.738211375843665e+06, -1.868632670129775e+05, -1.553643647512755e+06, 2.057054533999999e+04, -4.666152159999950e+02, -1.090527444000001e+04, 9.525890000002599e+00, -2.908450000004896e-01, -3.228163000000487e+01, 8.742650109000000e-01, 4.366445211000000e-01, -2.121373443000000e-01, -2.818968019000000e-01, 8.124053066000000e-01, 5.104231685000000e-01, 3.952149842000000e-01, -3.864442780000000e-01, 8.333462283000001e-01, 2.260567176260367e+01, -5.164188824800333e+01, 7.560188775052214e+05, 2.328712253492294e+04, 3.365903751688971e+01, 1.604487107642460e+03, -1.239806196036410e+00, 6.967130353105465e+02, 3.160587448296909e+00, -1.056295795471302e+01, 4.262717910268385e+03, 3.457772359000000e+04, 2.482353322000000e+04, 1.242729989238244e+07, -1.570292014980937e+07, 8.284251741285218e+06, 1.878101565626422e+04, 1.174030944400032e+04, -7.192263971434209e+03, 
